variant,case,frame,eval_time_s,npz_time_s,opt_step,obj_err_m,pelvis_err_m,pelvis_z_qpos_m,sim_pelvis_z_m,ref_pelvis_z_m,sim_left_sdf_m,sim_right_sdf_m,sim_min_hand_sdf_m,ref_left_sdf_m,ref_right_sdf_m,ref_min_hand_sdf_m,sim_left_contact_count,sim_right_contact_count,sim_total_contact_count,ref_left_contact_count,ref_right_contact_count,ref_total_contact_count,sim_left_foot_z_m,sim_right_foot_z_m,sim_right_foot_xy_step_m,ref_right_foot_xy_step_m,right_hip_pitch_ctrl_diff,robot_ctrl_linf,robot_ctrl_l2,object_ctrl_linf,object_ctrl_l2,qpos_max_abs_diff_vs_ref,qvel_max_abs
E080_box025_p1,box025_person1,15,0.3,0.26666720000000005,32,0.0674285678088677,0.038829501530345624,0.8015011548995972,0.8015011548995972,0.8188905119895935,0.5351260715781548,0.13188501474403774,0.13188501474403774,0.609974801828644,0.10592525136574343,0.10592525136574343,0,0,0,0,0,0,0.013797283434578624,0.005088182736477938,0.002501449117711174,0.0006173627136544929,0.11336646974086761,0.24765977263450623,0.34254737295622606,0.010000004840549082,0.01732051197661921,0.11020360887050629,1.6177114248275757
E080_box025_p1,box025_person1,16,0.32,0.2833339,32,0.0674915053205606,0.041807710368110686,0.7989852428436279,0.7989852428436279,0.8188357949256897,0.5321207508476171,0.12690663112665573,0.12690663112665573,0.6037706657693471,0.10742572960641322,0.10742572960641322,0,0,0,0,0,0,0.012681390543619483,0.0031145400690201983,0.003533897159184138,0.0006181139706007912,0.14663197100162506,0.31168161053210497,0.45065765602856633,0.010000001377193257,0.017320509357861915,0.1432112455368042,1.9789986610412598
E080_box025_p1,box025_person1,17,0.34,0.3000006,32,0.06753419036049925,0.04417955337040204,0.795367956161499,0.795367956161499,0.8180152773857117,0.5253861194417236,0.12113132810323252,0.12113132810323252,0.5892311765181776,0.10975923643928215,0.10975923643928215,0,0,0,0,0,0,0.010951263468338891,0.0003405463607194237,0.004010292519662763,0.0004829470221111817,0.10668087005615234,0.34035925194621086,0.46458140613112353,0.010000004840549082,0.01732051199179791,0.17441748827695847,2.1846723556518555
E080_box025_p1,box025_person1,18,0.36,0.3166673,32,0.06756037345178954,0.0474057894565057,0.7912006974220276,0.7912006974220276,0.8171415328979492,0.5149981731774023,0.11421219149845002,0.11421219149845002,0.5732423735769496,0.11216528522724528,0.11216528522724528,0,0,0,0,0,0,0.009222836494570473,-0.0026630688302690664,0.004296660082950731,0.0005499093036319561,0.12113884091377258,0.36963605880737305,0.5326179437671222,0.010000005189795047,0.017320511976619095,0.20827223360538483,2.3654098510742188
E080_box025_p1,box025_person1,19,0.38,0.33333399999999996,32,0.06757653755922124,0.05169158319238107,0.7906785011291504,0.7906785011291504,0.8173342347145081,0.504064751237917,0.10775653189844608,0.10775653189844608,0.5499795986928768,0.10939886987019248,0.10939886987019248,0,0,0,0,0,0,0.011271908230102143,-0.001756052062612,0.0014491007798233958,0.000496526122820175,0.0686863511800766,0.3854205161333084,0.5404017790989734,0.010000001115258783,0.017320507677075655,0.23916320875287056,2.589048385620117
E080_box025_p1,box025_person1,20,0.4,0.35000069999999994,32,0.06758728048448513,0.05520427522921871,0.7915725708007812,0.7915725708007812,0.8176110982894897,0.4907280892679976,0.10106174095032922,0.10106174095032922,0.5249499859126608,0.10612921317627805,0.10612921317627805,0,0,0,0,0,0,0.014901301406298577,0.0002677684183531176,0.0014483436763820105,0.0005151926020645675,0.034943342208862305,0.3527260795235634,0.5184251333163928,0.010000004171160981,0.01732051312298802,0.2620674390345812,3.2484655380249023
E080_box025_p1,box025_person1,21,0.42,0.3666673999999999,32,0.0675854363897051,0.06158309227102298,0.7929245233535767,0.7929245233535767,0.8148188591003418,0.473387448425857,0.09495917355221367,0.09495917355221367,0.4899779742811091,0.10107837302072559,0.10107837302072559,0,0,0,0,0,0,0.01882865448646396,0.0023128822320902173,0.0015273701306959021,0.011075510438412756,-0.023286938667297363,0.3334149420261383,0.5069201355314727,0.010000004840549082,0.017320515754052145,0.26292658410966396,3.877609968185425
E080_box025_p1,box025_person1,22,0.44,0.3833340999999999,32,0.06758125022080504,0.06879364641978705,0.7944905161857605,0.7944905161857605,0.8117550015449524,0.4516027467009234,0.08977092153241256,0.08977092153241256,0.45380800152044565,0.09591581721440251,0.09591581721440251,0,0,0,0,0,0,0.022258283492423793,0.004170430049283767,0.0011520366804403889,0.01193313511437507,-0.059078216552734375,0.31197988986968994,0.507744771433439,0.010000001464504749,0.017320507139376034,0.25744972098618746,4.4892473220825195
E080_box025_p1,box025_person1,23,0.46,0.4000007999999999,32,0.06758280856685979,0.07603993688367688,0.7961105108261108,0.7961105108261108,0.8092983365058899,0.4244323273038585,0.08628387909686314,0.08628387909686314,0.3975558960310238,0.09603351620811423,0.09603351620811423,0,0,0,0,0,0,0.02486806096168892,0.005871626499942002,0.0016093273869592702,0.00576840834484591,-0.11161720752716064,0.29557467997074127,0.5188443963965501,0.010000003327149898,0.01732050875247432,0.26557642221450806,5.01560115814209
E080_box025_p1,box025_person1,24,0.48,0.41666749999999986,32,0.0675842472804807,0.08389031284037966,0.7977035641670227,0.7977035641670227,0.806901216506958,0.39112379254278606,0.08509798162210952,0.08509798162210952,0.34039557723331626,0.09683682067802063,0.09683682067802063,0,0,0,0,0,0,0.026568356237631173,0.0075620768312352135,0.0023312500242035307,0.00667066705890859,-0.14630040526390076,0.2846488058567047,0.5425904175144493,0.010000002977903932,0.01732050767379399,0.28913307189941406,5.496874809265137
E080_box025_p1,box025_person1,25,0.5,0.43333419999999984,32,0.06760407407834783,0.09595608248808543,0.7989679574966431,0.7989679574966431,0.8076433539390564,0.35006598173801196,0.0861939938020389,0.0861939938020389,0.26276048417787123,0.09028147508496881,0.09028147508496881,0,0,0,0,0,0,0.02720189252497196,0.009087162728061461,0.003277786792593003,0.0009972114703383475,-0.19437402486801147,0.2681681141257286,0.567801027228304,0.010000001115258783,0.01732050713609432,0.3366696536540985,5.985585689544678
E080_box025_p1,box025_person1,26,0.52,0.4500008999999998,32,0.06762543888986235,0.10934507077966119,0.79971843957901,0.79971843957901,0.8087248206138611,0.3000412739155003,0.08955923752183542,0.08955923752183542,0.1934099205776032,0.08378099642603071,0.08378099642603071,0,0,0,0,0,0,0.026781223265013407,0.010517800874010507,0.0043121960040089355,0.0001791538495729377,-0.233749121427536,0.26249394565820694,0.6004224044019638,0.010000004840549082,0.01732051521799346,0.3802127540111542,6.433582782745361
E080_box025_p1,box025_person1,27,0.54,0.4666675999999998,32,0.0676088634146327,0.11940462950823652,0.7998016476631165,0.7998016476631165,0.8083740472793579,0.24306768897369524,0.09533469321892968,0.09533469321892968,0.13831362521013568,0.07534695622100979,0.07534695622100979,0,0,0,0,0,0,0.02545697488200753,0.01197422806374757,0.005106402330050347,5.382426707024799e-05,-0.2722572088241577,0.2722572088241577,0.6278080409858597,0.010000005189795047,0.017320514134390768,0.338878870010376,6.408332824707031
E080_box025_p1,box025_person1,28,0.56,0.4833342999999998,32,0.06758759519243583,0.12990199881138176,0.7990756034851074,0.7990756034851074,0.8078540563583374,0.18162661480196163,0.10313732584032959,0.10313732584032959,0.09023753247790756,0.0668032757701234,0.0668032757701234,0,0,0,0,0,0,0.023309117515945624,0.013529005971915892,0.005570358176874057,0.0001440366685286085,-0.29513218998908997,0.2989458376541734,0.6468316553885141,0.010000004171160981,0.017320510903271535,0.293076291680336,6.07161808013916
E080_box025_p1,box025_person1,29,0.58,0.5000009999999998,32,0.06758262882341627,0.13498693583850577,0.7974420189857483,0.7974420189857483,0.8067201375961304,0.12158056865410932,0.11284670997656704,0.11284670997656704,0.05703769192194491,0.05733928743340139,0.05703769192194491,0,0,0,1,0,1,0.020340209729739503,0.01515212518766789,0.0059586205836281115,0.006621318833761089,-0.33462584018707275,0.33606324158608913,0.6644929389933608,0.010000005189795047,0.017320514129468032,0.2621099203824997,5.375691890716553
E080_box025_p1,box025_person1,30,0.6,0.5166676999999998,32,0.06757970127327129,0.14015031011186246,0.7947027087211609,0.7947027087211609,0.8055074214935303,0.07726257935941948,0.12403547067707571,0.07726257935941948,0.028189574658673444,0.04763410391246509,0.028189574658673444,0,0,0,1,1,2,0.016471413215885793,0.0166268757543303,0.0060861686289509125,0.007503619141738665,-0.3601423501968384,0.3678162842988968,0.6669336493663567,0.010000003327149898,0.017320510899989497,0.2871744781732559,4.527463436126709
E080_box025_p1,box025_person1,31,0.62,0.5333343999999999,32,0.06758858559690137,0.14793343376969126,0.7908319234848022,0.7908319234848022,0.8050791025161743,0.07908235940780856,0.13620393092268918,0.07908235940780856,0.009916169810040065,0.03268832156547169,0.009916169810040065,0,0,0,1,1,2,0.011612657236124174,0.017880990241440832,0.005867518774866737,0.0011877713253762442,-0.39568600058555603,0.39568600058555603,0.6751443113190876,0.010000001464504749,0.017320508759037793,0.2864723578095436,4.324900150299072
E080_box025_p1,box025_person1,32,0.64,0.5500010999999999,32,0.06759836862655455,0.1566728818534012,0.7858284115791321,0.7858284115791321,0.8047598004341125,0.11258447424447576,0.14837177251473527,0.11258447424447576,0.01669104319974818,0.016549876392369378,0.016549876392369378,0,0,0,1,1,2,0.00580624014192211,0.01871398680778181,0.005081303124595618,0.0006607522989069903,-0.40979209542274475,0.4180496484041214,0.6784580334332382,0.010000004840549082,0.017320510138123385,0.27903439849615097,4.572709560394287
E080_box025_p1,box025_person1,33,0.66,0.5666677999999999,32,0.06758878640136493,0.1663691676832653,0.7797730565071106,0.7797730565071106,0.80318284034729,0.14588696691138464,0.16059378858295487,0.14588696691138464,0.031981715652368015,0.009502572326494152,0.009502572326494152,0,0,0,1,1,2,-0.0008757277758908652,0.0191389509580703,0.004179664048968584,0.0006192783651105418,-0.43019217252731323,0.43019217252731323,0.6676110781099488,0.010000001464504749,0.017320507974608598,0.2679663673043251,4.570014953613281
E080_box025_p1,box025_person1,34,0.68,0.5833345,32,0.06757644345906566,0.17627738245848934,0.7727627158164978,0.7727627158164978,0.8014178276062012,0.17664373574081765,0.17333394759157,0.17333394759157,0.04423880941742536,0.0038703633838407248,0.0038703633838407248,0,0,0,1,1,2,-0.008280644238941107,0.019162376492411703,0.003213542576377047,0.0006210348964703134,-0.44036468863487244,0.44036468863487244,0.6548766122462781,0.010000001464504749,0.017320505296368298,0.27112897858023643,4.402946472167969
E080_box025_p1,box025_person1,35,0.7,0.6000012,32,0.06757028687842259,0.18494973073009477,0.7734942436218262,0.7734942436218262,0.7993314862251282,0.2027206953826663,0.1851659529050576,0.1851659529050576,0.04817377921770988,0.0,0.0,0,0,0,1,1,2,-0.006129998238959131,0.02364340456906875,0.0042990078429325,0.0002086088804383318,-0.42001837491989136,0.42001837491989136,0.6081412746759712,0.0099999996018596,0.017320504763180703,0.27696001529693604,4.128268718719482
E080_box025_p1,box025_person1,36,0.72,0.6166679,32,0.06756528712308474,0.19251532945253674,0.7751063704490662,0.7751063704490662,0.7971935868263245,0.22361389722518316,0.19519108005603497,0.19519108005603497,0.051036809265422145,0.0,0.0,0,0,0,0,1,1,-0.003038388948111252,0.026617654814055484,0.010219839276842146,0.00022402655739057488,-0.40198102593421936,0.40198102593421936,0.5745717441746934,0.0099999996018596,0.01732050638776534,0.2882467210292816,3.7236039638519287
E080_box025_p1,box025_person1,37,0.74,0.6333346000000001,32,0.06758203588213896,0.20112781377840908,0.7761482000350952,0.7761482000350952,0.7950607538223267,0.23935594806925825,0.2031615582869178,0.2031615582869178,0.05010527775300705,0.0,0.0,0,0,0,0,1,1,-0.0007740006792878312,0.027019452512922867,0.014958878379845528,0.0001972420481689718,-0.36892110109329224,0.36892110109329224,0.5434932422819686,0.0099999996018596,0.0173205058352975,0.289182186126709,3.236589193344116
E080_box025_p1,box025_person1,38,0.76,0.6500013000000001,32,0.06759524138678705,0.20915432766864817,0.7762629389762878,0.7762629389762878,0.7929286956787109,0.2508857584833522,0.2091694280125948,0.2091694280125948,0.04867846632303746,0.0,0.0,0,0,0,0,1,1,0.0003295460324579877,0.0250784004703941,0.018438177682860858,0.0001439799120455558,-0.33378323912620544,0.33378323912620544,0.5202841868799081,0.010000001464504749,0.015230456186365038,0.28420576453208923,2.7581260204315186
E080_box025_p1,box025_person1,39,0.78,0.6666680000000001,32,0.06757123377609565,0.21997035154516226,0.7755485773086548,0.7755485773086548,0.7916918992996216,0.25873133751181127,0.21360370005073787,0.21360370005073787,0.045008393649463574,0.0,0.0,0,0,0,1,1,2,0.0004556669046014705,0.02158441968245786,0.020804506203780188,0.00014677893631141541,-0.3107064962387085,0.3107064962387085,0.49988074872678945,0.010000001464504749,0.015230456984103267,0.2690696716308594,2.5869879722595215
E080_box025_p1,box025_person1,40,0.8,0.6833347000000002,32,0.06754044282105937,0.2305179668673789,0.7741907238960266,0.7741907238960266,0.7906187176704407,0.26333138165122666,0.2162559951220499,0.2162559951220499,0.04135693499529175,0.0,0.0,0,0,0,1,1,2,-9.17871406793877e-05,0.017260707651324605,0.022120536293484445,0.0003500325080196232,-0.28772231936454773,0.28772231936454773,0.48785392672664557,0.01000000216299668,0.017320509125014042,0.24991169571876526,2.66393780708313
E080_box025_p1,box025_person1,41,0.82,0.7000014000000002,32,0.06752333279993186,0.2350766248548735,0.7724328637123108,0.7724328637123108,0.7864086627960205,0.2645085625574268,0.21619749005949412,0.21619749005949412,0.02444805805713557,0.0,0.0,0,0,0,1,1,2,-0.0009000271333697019,0.012896684995585148,0.022229845205962988,0.0005866325511326923,-0.2698362469673157,0.2698362469673157,0.46792690037286494,0.01000000216299668,0.017320506431594728,0.23394611477851868,2.6824886798858643
E080_box025_p1,box025_person1,42,0.84,0.7166681000000003,32,0.06751034001887432,0.23777822060979414,0.770499050617218,0.770499050617218,0.7815895080566406,0.2619475225235299,0.21248938068091278,0.21248938068091278,0.004725538286301567,0.0,0.0,0,0,0,1,1,2,-0.001542910404399453,0.008883431438312564,0.021569785383668817,0.0006872774265364428,-0.2398524284362793,0.2398524284362793,0.45098516148886375,0.010000001901062205,0.017320506970114745,0.23698776960372925,2.614100456237793
E080_box025_p1,box025_person1,43,0.86,0.7333348000000003,32,0.06751192717979146,0.2346775563131773,0.7685216665267944,0.7685216665267944,0.7786335945129395,0.25640959342943664,0.20458835363571465,0.20458835363571465,0.0,0.0,0.0,0,0,0,1,1,2,-0.0019280524209742064,0.005588841137673453,0.019413496518978245,0.0006892765613205666,-0.23426145315170288,0.23426145315170288,0.4611439988924917,0.009999999107094482,0.017320504282848176,0.2340448796749115,2.481776237487793
E080_box025_p1,box025_person1,44,0.88,0.7500015000000003,32,0.06751707993551259,0.22959775073870994,0.7668099403381348,0.7668099403381348,0.7760612368583679,0.24849148146931815,0.1923144241241252,0.1923144241241252,0.0,0.0,0.0,0,0,0,1,1,2,-0.001923841676492108,0.003508956923589185,0.015734354167276032,0.0006928897738392142,-0.2399333119392395,0.2399333119392395,0.5098489321433723,0.01000000096973963,0.017320506463182617,0.22909963130950928,2.274735927581787
E080_box025_p1,box025_person1,45,0.9,0.7666682000000004,32,0.06761732190876722,0.22365926871081854,0.7657334804534912,0.7657334804534912,0.7725756764411926,0.2386011996684106,0.1750897647125806,0.1750897647125806,0.0,0.0,0.0,0,0,0,1,1,2,-0.0014441348482661237,0.003788380390447328,0.004954846496662386,0.0005068683397700018,-0.2368578314781189,0.24910412728786469,0.5789876544316078,0.009999999107094482,0.017320504291463076,0.22332829236984253,1.9646278619766235
E080_box025_p1,box025_person1,46,0.92,0.7833349000000004,32,0.0677435872406379,0.2167053692101804,0.764985203742981,0.764985203742981,0.7688912153244019,0.22735999584332262,0.15338358731860519,0.15338358731860519,0.0,0.0,0.0,0,0,0,1,1,2,-0.0006964034169373093,0.00444258514915144,0.0038916583038386713,0.0007037964465995001,-0.210807204246521,0.28696291148662567,0.6369276530686683,0.010000005189795047,0.014210403775087695,0.21651402115821838,2.0640344619750977
E080_box025_p1,box025_person1,47,0.94,0.8000016000000004,32,0.0677701101273966,0.2097592449609483,0.7644293904304504,0.7644293904304504,0.7664350867271423,0.21527477876890194,0.12840646889982982,0.12840646889982982,0.0,0.0004452925476218783,0.0,0,0,0,1,1,2,0.00025808592350014953,0.005381221927939918,0.004145599547927182,0.0006391733192020088,-0.21204978227615356,0.3225340247154236,0.7077902851800444,0.010000003327149898,0.014210403786484232,0.20967638492584229,2.1306939125061035
E080_box025_p1,box025_person1,48,0.96,0.8166683000000005,32,0.06777338180659355,0.20196293861167142,0.7641368508338928,0.7641368508338928,0.7642615437507629,0.20286245224223637,0.1026315143526158,0.1026315143526158,0.0,0.002685072644952824,0.0,0,0,0,1,1,2,0.0015424174387296263,0.006501725961584361,0.004993539772701882,0.000722305512838986,-0.19253021478652954,0.3481588512659073,0.7585326702088898,0.01000000096973963,0.014555891829065734,0.20194628834724426,2.0941050052642822
E080_box025_p1,box025_person1,49,0.98,0.8333350000000005,32,0.06774278240491487,0.1920098869232237,0.7637728452682495,0.7637728452682495,0.7626801133155823,0.1906582578227784,0.07747459331838685,0.07747459331838685,0.0,0.0028798035462866967,0.0,0,0,0,1,1,2,0.0027951529037410286,0.0075260924646333785,0.00671173091013177,0.0008602068093386864,-0.20740139484405518,0.3603828549385071,0.8014591198007727,0.01000000096973963,0.014555892334245995,0.19432978332042694,2.0112462043762207
E080_box025_p1,box025_person1,50,1.0,0.8500017000000005,32,0.06770540729621516,0.1809790388906517,0.7632724642753601,0.7632724642753601,0.7612423300743103,0.1794982186559056,0.05548744738767336,0.05548744738767336,0.0,0.0027190927592004033,0.0,0,0,0,1,1,2,0.0038704798200140805,0.008508512994559445,0.0098300088120776,0.0007806548517878511,-0.22418028116226196,0.36135318130254745,0.821553153961319,0.009999997244449332,0.01629548161964388,0.21318607032299042,1.9290802478790283
E080_box025_p1,box025_person1,51,1.02,0.8666684000000006,32,0.06768589187641044,0.17260977858190274,0.7625879645347595,0.7625879645347595,0.7608877420425415,0.170011130185248,0.03772365762833779,0.03772365762833779,0.0,0.0029928263075099104,0.0,0,1,1,1,1,2,0.004595396769070392,0.00940755125404863,0.01317311995506776,0.0008004992656097839,-0.23312431573867798,0.36188508570194244,0.8478991420922981,0.009999997244449332,0.016295482541546353,0.22914095222949982,1.8560889959335327
E080_box025_p1,box025_person1,52,1.04,0.8833351000000006,32,0.07029164286289434,0.16501157500422764,0.7615906596183777,0.7615906596183777,0.7608094811439514,0.1637002930580484,0.031708007115811176,0.031708007115811176,0.0,0.0034326637604091825,0.0,0,1,1,1,1,2,0.00462387475619809,0.010353237376250081,0.016245806176308976,0.0006628481995902382,-0.24819493293762207,0.36834730580449104,0.8842103670777695,0.010000001115258783,0.017320507986094916,0.24903322756290436,2.025989055633545
E080_box025_p1,box025_person1,53,1.06,0.9000018000000006,32,0.06941501953459299,0.15448259282128574,0.7602842450141907,0.7602842450141907,0.7594106793403625,0.1580820441364031,0.03142237508026763,0.03142237508026763,0.0,0.0018326948287353262,0.0,0,1,1,1,1,2,0.003973615875540487,0.01119351294603757,0.019356912269663632,0.0005660910523779119,-0.2518024444580078,0.3990071341395378,0.9007165884228266,0.01000000096973963,0.01732050582545211,0.26094213128089905,2.047356128692627
E080_box025_p1,box025_person1,54,1.08,0.9166685000000007,32,0.06883023365877321,0.14265586914182302,0.7585752010345459,0.7585752010345459,0.7576579451560974,0.15135038846357657,0.03404926394126212,0.03404926394126212,0.0,0.0,0.0,0,1,1,1,1,2,0.002776214268267803,0.011649372592060843,0.020615359747220622,0.0006918008379404272,-0.23209339380264282,0.4187714606523514,0.895431339861563,0.009999997389968485,0.01732050260130702,0.29205964505672455,1.9315732717514038
E080_box025_p1,box025_person1,55,1.1,0.9333352000000007,32,0.06773779899190897,0.130551132713756,0.7564054727554321,0.7564054727554321,0.7556355595588684,0.1433038886322882,0.03725440657354323,0.03725440657354323,0.0,0.0,0.0,0,1,1,1,1,2,0.0008769389082546181,0.011568299574923599,0.021351799326722973,0.00043926181032016517,-0.20215624570846558,0.43506068736314774,0.8906596887580599,0.009999998670537025,0.017320504230404085,0.3258892074227333,1.7668081521987915
E080_box025_p1,box025_person1,56,1.12,0.9500019000000007,32,0.0660210658337848,0.11762169507204713,0.753838837146759,0.753838837146759,0.7535373568534851,0.13545215622440848,0.04086163859907016,0.04086163859907016,0.0,0.0,0.0,0,1,1,1,1,2,-0.0015350880932132743,0.010869470392859959,0.021318306137150744,0.0005158975234559,-0.169164776802063,0.46133556962013245,0.8851921061435107,0.010000000967920641,0.017320506904723382,0.35530346632003784,1.6485931873321533
