case_id	object_key	source_exp	retarget_variant_id	qpos_frames	euler_convention	roundtrip_position_error_cm_max	roundtrip_orientation_error_deg_max	omnirt_contact_3mm_in_mask	prg_contact_3mm_in_mask	delta_prg_minus_omnirt_contact_3mm_in_mask	improvement_contact_3mm_in_mask	omnirt_raw_contact_in_mask	prg_raw_contact_in_mask	delta_prg_minus_omnirt_raw_contact_in_mask	improvement_raw_contact_in_mask	omnirt_hand_object_penetration_3mm	prg_hand_object_penetration_3mm	delta_prg_minus_omnirt_hand_object_penetration_3mm	improvement_hand_object_penetration_3mm	omnirt_lower_body_penetration	prg_lower_body_penetration	delta_prg_minus_omnirt_lower_body_penetration	improvement_lower_body_penetration	omnirt_foot_slip_max_m	prg_foot_slip_max_m	delta_prg_minus_omnirt_foot_slip_max_m	improvement_foot_slip_max_m	omnirt_obj_speed_max	prg_obj_speed_max	delta_prg_minus_omnirt_obj_speed_max	improvement_obj_speed_max	omnirt_ankle_jerk_p95	prg_ankle_jerk_p95	delta_prg_minus_omnirt_ankle_jerk_p95	improvement_ankle_jerk_p95
box021_20231018_033_p2	box021	E170	omnirt_v1	97	XZY	5.236911533e-14	1.707547293e-06	0.56	0.2533333333	-0.3066666667	-0.3066666667	0.9733333333	0.4266666667	-0.5466666666	-0.5466666666	0.3298969072	0.1546391753	-0.1752577319	0.1752577319	0.1855670103	0.3092783505	0.1237113402	-0.1237113402	1.453697164	1.230010515	-0.223686649	0.223686649	2.991288002	1.942118143	-1.049169859	1.049169859	2248.636231	772.9880708	-1475.64816	1475.64816
box021_20231018_034_p2	box021	E170	omnirt_v1	97	ZYX	4.996003611e-14	2.414836539e-06	0.3043478261	0.3043478261	0	0	0.8913043478	0.4130434783	-0.4782608695	-0.4782608695	0.2989690722	0.05154639175	-0.2474226805	0.2474226805	0.1030927835	0	-0.1030927835	0.1030927835	0.6995846214	0.5534705555	-0.1461140659	0.1461140659	2.651841562	1.613041744	-1.038799818	1.038799818	1839.841946	739.8732116	-1099.968734	1099.968734
box021_20231018_035_p2	box021	E170	omnirt_v1	94	ZYX	4.520411122e-14	2.414836539e-06	0.1515151515	0.303030303	0.1515151515	0.1515151515	0.7424242424	0.4393939394	-0.303030303	-0.303030303	0.4255319149	0.09574468085	-0.329787234	0.329787234	0.2127659574	0.3510638298	0.1382978724	-0.1382978724	0.9920672803	0.3906068133	-0.601460467	0.601460467	2.803595768	3.216139133	0.412543365	-0.412543365	3002.335127	1122.754137	-1879.58099	1879.58099
box021_20231020_019_p1	box021	E170	omnirt_v2	97	XZY	9.647807741e-14	2.957558667e-06	0.5245901639	0.4754098361	-0.0491803278	-0.0491803278	0.9836065574	0.6885245902	-0.2950819672	-0.2950819672	0.2886597938	0.1546391753	-0.1340206185	0.1340206185	0	0	0	-0	1.618513484	0.4730222794	-1.145491205	1.145491205	5.024784116	2.539744853	-2.485039263	2.485039263	1544.753381	598.5937329	-946.1596481	946.1596481
box021_20231020_019_p2	box021	E170	omnirt_v1	100	XZY	6.101493737e-14	2.414836539e-06	0.0303030303	0.5	0.4696969697	0.4696969697	0.8333333333	0.8787878788	0.0454545455	0.0454545455	0.54	0.25	-0.29	0.29	0.03	0.18	0.15	-0.15	1.480478612	0.8306807937	-0.6497978183	0.6497978183	4.586055369	2.006668815	-2.579386554	2.579386554	2135.547441	839.2044825	-1296.342959	1296.342959
box021_20231020_020_p1	box021	E170	omnirt_v1	86	ZYX	7.452772611e-14	2.414836539e-06	0.07352941176	0.3970588235	0.3235294117	0.3235294117	1	0.6323529412	-0.3676470588	-0.3676470588	0.7441860465	0.1860465116	-0.5581395349	0.5581395349	0	0	0	-0	0.6892000158	0.4191837793	-0.2700162365	0.2700162365	4.078999998	1.265138069	-2.813861929	2.813861929	1829.50284	723.6337893	-1105.869051	1105.869051
box021_20231020_020_p2	box021	E170	omnirt_v1	86	ZYX	6.955527313e-14	2.414836539e-06	0.1142857143	0.6571428571	0.5428571428	0.5428571428	1	0.9	-0.1	-0.1	0.7209302326	0.1976744186	-0.523255814	0.523255814	0	0	0	-0	1.160680963	1.064998319	-0.095682644	0.095682644	3.722850876	1.225785266	-2.49706561	2.49706561	1669.309475	803.8697833	-865.4396917	865.4396917
box021_20231020_022_p1	box021	E170	omnirt_v1	104	XZY	5.721958498e-14	2.414836539e-06	0.09230769231	0.4615384615	0.3692307692	0.3692307692	0.9538461538	0.6307692308	-0.323076923	-0.323076923	0.5480769231	0.1346153846	-0.4134615385	0.4134615385	0.04807692308	0.01923076923	-0.02884615385	0.02884615385	0.304251085	0.2263884686	-0.0778626164	0.0778626164	4.350156367	1.480694327	-2.86946204	2.86946204	1803.163173	756.1600996	-1047.003073	1047.003073
box021_20231020_022_p2	box021	E170	omnirt_v1	105	XZY	4.611102535e-14	2.414836539e-06	0.186440678	0.4237288136	0.2372881356	0.2372881356	0.9830508475	0.813559322	-0.1694915255	-0.1694915255	0.4571428571	0.2285714286	-0.2285714285	0.2285714285	0	0.3142857143	0.3142857143	-0.3142857143	1.01397166	0.9747575432	-0.0392141168	0.0392141168	3.970332024	1.135520566	-2.834811458	2.834811458	1654.928541	645.6134475	-1009.315093	1009.315093
box021_20231020_023_p1	box021	E170	omnirt_v1	107	ZYX	4.847302891e-14	2.414836539e-06	0.1730769231	0.5192307692	0.3461538461	0.3461538461	1	0.8269230769	-0.1730769231	-0.1730769231	0.4112149533	0.1495327103	-0.261682243	0.261682243	0	0.04672897196	0.04672897196	-0.04672897196	0.7333267933	0.6102408978	-0.1230858955	0.1230858955	2.898727765	1.567702413	-1.331025352	1.331025352	1127.450316	656.5264402	-470.9238758	470.9238758
box021_20231020_023_p2	box021	E170	omnirt_v1	110	ZYX	4.51828036e-14	1.707547293e-06	0.09615384615	0.3846153846	0.2884615384	0.2884615384	1	0.5769230769	-0.4230769231	-0.4230769231	0.4363636364	0.09090909091	-0.3454545455	0.3454545455	0	0.1	0.1	-0.1	0.8863885156	0.4078845321	-0.4785039835	0.4785039835	2.645635986	1.372568001	-1.273067985	1.273067985	1508.851728	546.353166	-962.498562	962.498562
box023_20231008_045_p1	box023	E173	omnirt_v1	134	XZY	5.926969056e-14	1.707547293e-06	0.3174603175	0.5396825397	0.2222222222	0.2222222222	1	0.7619047619	-0.2380952381	-0.2380952381	0.3358208955	0.1119402985	-0.223880597	0.223880597	0	0	0	-0	1.495638424	0.176621999	-1.319016425	1.319016425	2.142852376	1.797457651	-0.345394725	0.345394725	1293.326801	775.394811	-517.93199	517.93199
box023_20231008_045_p2	box023	E173	omnirt_v1	134	XZY	6.030054506e-14	1.707547293e-06	0.4615384615	0.4	-0.0615384615	-0.0615384615	1	0.7384615385	-0.2615384615	-0.2615384615	0.2686567164	0.1641791045	-0.1044776119	0.1044776119	0	0	0	-0	1.214800395	0.5159229861	-0.6988774089	0.6988774089	2.030466581	1.884094758	-0.146371823	0.146371823	1581.394533	1167.986499	-413.408034	413.408034
box023_20231008_046_p1	box023	E173	omnirt_v1	79	XZY	1.665334537e-14	2.414836539e-06	0.2857142857	0.693877551	0.4081632653	0.4081632653	0.4285714286	0.7755102041	0.3469387755	0.3469387755	0.08860759494	0.05063291139	-0.03797468355	0.03797468355	0	0	0	-0	0.5388554462	0.5013240017	-0.0375314445	0.0375314445	1.872826681	0.9779373576	-0.8948893234	0.8948893234	1064.236914	682.5550446	-381.6818694	381.6818694
box023_20231008_046_p2	box023	E173	omnirt_v1	78	XZY	1.359739956e-14	1.707547293e-06	0.2325581395	0.4418604651	0.2093023256	0.2093023256	1	0.5348837209	-0.4651162791	-0.4651162791	0.4230769231	0.07692307692	-0.3461538462	0.3461538462	0	0	0	-0	0.662920044	0.4810365429	-0.1818835011	0.1818835011	1.774601628	0.9768133491	-0.7977882789	0.7977882789	1877.991974	804.3557075	-1073.636267	1073.636267
box023_20231011_018_p1	box023	E173	omnirt_v1	130	ZYX	6.758924343e-14	1.707547293e-06	0.1911764706	0.3970588235	0.2058823529	0.2058823529	0.6911764706	0.5588235294	-0.1323529412	-0.1323529412	0.2692307692	0.1153846154	-0.1538461538	0.1538461538	0.09230769231	0	-0.09230769231	0.09230769231	1.592073561	0.8675273431	-0.7245462179	0.7245462179	4.846751022	2.623627582	-2.22312344	2.22312344	1843.733759	937.3271784	-906.4065806	906.4065806
box023_20231011_018_p2	box023	E173	omnirt_v2	116	ZYX	5.613217784e-14	1.707547293e-06	0.03333333333	0.2666666667	0.2333333334	0.2333333334	0.9222222222	0.5333333333	-0.3888888889	-0.3888888889	0.6896551724	0.224137931	-0.4655172414	0.4655172414	0.25	0	-0.25	0.25	1.093834692	0.4843321316	-0.6095025604	0.6095025604	4.925567769	2.458549865	-2.467017904	2.467017904	5296.845401	1026.557554	-4270.287847	4270.287847
box023_20231011_019_p2	box023	E173	omnirt_v1	98	XZY	6.574029811e-14	1.707547293e-06	0.02173913043	0.3043478261	0.2826086957	0.2826086957	0.8695652174	0.7391304348	-0.1304347826	-0.1304347826	0.3979591837	0.2142857143	-0.1836734694	0.1836734694	0	0.112244898	0.112244898	-0.112244898	1.489710604	0.2909369731	-1.198773631	1.198773631	5.680927274	2.891060562	-2.789866712	2.789866712	14012.39406	1016.993117	-12995.40094	12995.40094
box023_20231011_021_p1	box023	E173	omnirt_v1	130	ZYX	1.449946595e-13	1.707547293e-06	0.1612903226	0.5913978495	0.4301075269	0.4301075269	0.6559139785	0.688172043	0.0322580645	0.0322580645	0.3538461538	0.06923076923	-0.2846153846	0.2846153846	0.007692307692	0	-0.007692307692	0.007692307692	1.047096701	0.7429645614	-0.3041321396	0.3041321396	3.562178718	1.619200935	-1.942977783	1.942977783	1387.191484	720.7927926	-666.3986914	666.3986914
box023_20231011_021_p2	box023	E173	omnirt_v1	129	ZYX	4.685680459e-14	2.414836539e-06	0.1797752809	0.5730337079	0.393258427	0.393258427	0.8651685393	0.7752808989	-0.0898876404	-0.0898876404	0.4728682171	0.1472868217	-0.3255813954	0.3255813954	0	0	0	-0	1.806696071	1.717747809	-0.088948262	0.088948262	3.620108184	1.616903838	-2.003204346	2.003204346	2816.662763	1015.684978	-1800.977785	1800.977785
box023_20231020_039_p2	box023	E173	omnirt_v1	95	ZYX	3.040470972e-14	2.414836539e-06	0.03174603175	0.5396825397	0.507936508	0.507936508	0.9682539683	0.6984126984	-0.2698412699	-0.2698412699	0.6210526316	0.1052631579	-0.5157894737	0.5157894737	0.1368421053	0.2736842105	0.1368421052	-0.1368421052	1.377804413	0.8725000731	-0.5053043399	0.5053043399	2.810840493	1.821515211	-0.989325282	0.989325282	1884.443081	639.5917567	-1244.851324	1244.851324
box023_20231020_040_p1	box023	E173	omnirt_v1	107	XZY	4.088651601e-14	2.414836539e-06	0.5272727273	0.4181818182	-0.1090909091	-0.1090909091	1	0.7636363636	-0.2363636364	-0.2363636364	0.261682243	0.2523364486	-0.0093457944	0.0093457944	0	0	0	-0	0.9435812818	0.4725833302	-0.4709979516	0.4709979516	3.952480336	1.753754498	-2.198725838	2.198725838	1442.188707	966.8620588	-475.3266482	475.3266482
box023_20231020_040_p2	box023	E173	omnirt_v1	110	XZY	4.996003611e-14	2.414836539e-06	0.5322580645	0.5483870968	0.0161290323	0.0161290323	0.9193548387	0.6774193548	-0.2419354839	-0.2419354839	0.2272727273	0.07272727273	-0.1545454546	0.1545454546	0.009090909091	0	-0.009090909091	0.009090909091	0.9386484945	0.7421432527	-0.1965052418	0.1965052418	3.607378951	1.272970923	-2.334408028	2.334408028	2170.77993	615.5618307	-1555.218099	1555.218099
box023_20231020_041_p1	box023	E173	omnirt_v1	112	XZY	6.690187733e-14	2.414836539e-06	0.3582089552	0.4328358209	0.0746268657	0.0746268657	1	0.6865671642	-0.3134328358	-0.3134328358	0.3839285714	0.1607142857	-0.2232142857	0.2232142857	0	0	0	-0	1.277573453	0.5961672183	-0.6814062347	0.6814062347	2.987312484	1.342638378	-1.644674106	1.644674106	1312.467036	679.6651824	-632.8018536	632.8018536
box023_20231020_041_p2	box023	E173	omnirt_v1	113	XZY	4.552252871e-14	2.414836539e-06	0	0.3538461538	0.3538461538	0.3538461538	0.9846153846	0.8307692308	-0.1538461538	-0.1538461538	0.5840707965	0.2831858407	-0.3008849558	0.3008849558	0	0.0796460177	0.0796460177	-0.0796460177	1.133302007	1.09694237	-0.036359637	0.036359637	2.726481698	1.310707838	-1.41577386	1.41577386	1515.479423	766.3849768	-749.0944462	749.0944462
box023_20231020_042_p1	box023	E173	omnirt_v1	105	XZY	9.159339953e-14	2.414836539e-06	0.5178571429	0.4821428571	-0.0357142858	-0.0357142858	0.9285714286	0.8214285714	-0.1071428572	-0.1071428572	0.2380952381	0.1904761905	-0.0476190476	0.0476190476	0	0.0380952381	0.0380952381	-0.0380952381	1.248745424	1.484878662	0.236133238	-0.236133238	3.876189392	2.374262883	-1.501926509	1.501926509	2119.725639	883.0215547	-1236.704084	1236.704084
box023_20231020_042_p2	box023	E173	omnirt_v1	107	XZY	8.177303203e-14	2.414836539e-06	0.1290322581	0.5806451613	0.4516129032	0.4516129032	0.9838709677	0.8064516129	-0.1774193548	-0.1774193548	0.4953271028	0.1308411215	-0.3644859813	0.3644859813	0	0	0	-0	1.630448458	0.6871128107	-0.9433356473	0.9433356473	3.537746592	1.954041349	-1.583705243	1.583705243	2156.633737	820.2226879	-1336.411049	1336.411049
box024_20231011_026_p1	box024	E173	omnirt_v1	119	ZYX	5.688200336e-14	2.414836539e-06	0	0.1630434783	0.1630434783	0.1630434783	1	0.8369565217	-0.1630434783	-0.1630434783	0.8067226891	0.5210084034	-0.2857142857	0.2857142857	0.3361344538	0	-0.3361344538	0.3361344538	1.806961225	0.8922127435	-0.9147484815	0.9147484815	1.401126365	1.260814382	-0.140311983	0.140311983	1526.30726	681.2105651	-845.0966949	845.0966949
box024_20231011_026_p2	box024	E173	omnirt_v2	115	ZYX	6.707437924e-14	2.414836539e-06	0	0.3370786517	0.3370786517	0.3370786517	1	0.9213483146	-0.0786516854	-0.0786516854	0.7913043478	0.452173913	-0.3391304348	0.3391304348	0.08695652174	0	-0.08695652174	0.08695652174	1.913610824	0.6944748973	-1.219135927	1.219135927	1.423912957	1.319671981	-0.104240976	0.104240976	1376.047708	642.3773727	-733.6703353	733.6703353
box024_20231011_027_p1	box024	E173	omnirt_v2	132	XZY	4.775249788e-14	2.414836539e-06	0	0.6063829787	0.6063829787	0.6063829787	1	0.8723404255	-0.1276595745	-0.1276595745	0.75	0.1893939394	-0.5606060606	0.5606060606	0.2727272727	0	-0.2727272727	0.2727272727	1.287080334	0.3914981722	-0.8955821618	0.8955821618	1.523895127	1.045805747	-0.47808938	0.47808938	2906.467117	616.3075132	-2290.159604	2290.159604
box024_20231011_027_p2	box024	E173	omnirt_v2	124	XZY	3.682193206e-14	2.414836539e-06	0	0.6341463415	0.6341463415	0.6341463415	1	0.7317073171	-0.2682926829	-0.2682926829	0.6935483871	0.06451612903	-0.6290322581	0.6290322581	0.185483871	0	-0.185483871	0.185483871	1.015989111	1.059020378	0.043031267	-0.043031267	1.548677626	1.050430539	-0.498247087	0.498247087	1300.051707	431.9906811	-868.0610259	868.0610259
box024_20231011_028_p1	box024	E173	omnirt_v1	144	ZYX	4.577566799e-14	1.707547293e-06	0.01	0.16	0.15	0.15	0.99	0.81	-0.18	-0.18	0.7013888889	0.4583333333	-0.2430555556	0.2430555556	0.25	0.125	-0.125	0.125	0.6938535055	0.3781373902	-0.3157161153	0.3157161153	4.661092648	1.951937619	-2.709155029	2.709155029	3393.505708	1104.316531	-2289.189177	2289.189177
box024_20231011_028_p2	box024	E173	omnirt_v1	135	ZYX	8.082545621e-14	1.707547293e-06	0	0.5483870968	0.5483870968	0.5483870968	1	0.7956989247	-0.2043010753	-0.2043010753	0.7111111111	0.1703703704	-0.5407407407	0.5407407407	0.08148148148	0.07407407407	-0.00740740741	0.00740740741	1.384141127	1.425195417	0.04105429	-0.04105429	4.736892304	2.092088153	-2.644804151	2.644804151	2244.855262	664.9193807	-1579.935881	1579.935881
box024_20231011_030_p1	box024	E173	omnirt_v1	102	ZYX	5.453105385e-14	2.414836539e-06	0	0.1111111111	0.1111111111	0.1111111111	1	0.8888888889	-0.1111111111	-0.1111111111	0.7058823529	0.5490196078	-0.1568627451	0.1568627451	0.2058823529	0	-0.2058823529	0.2058823529	1.065689509	0.7263307651	-0.3393587439	0.3393587439	2.450142558	1.455180552	-0.994962006	0.994962006	2069.466962	721.1773835	-1348.289579	1348.289579
box024_20231011_031_p1	box024	E173	omnirt_v2	68	XZY	3.72380123e-14	2.414836539e-06	0	0.137254902	0.137254902	0.137254902	1	0.8823529412	-0.1176470588	-0.1176470588	0.7794117647	0.5882352941	-0.1911764706	0.1911764706	0.2794117647	0	-0.2794117647	0.2794117647	1.184741112	0.3493721082	-0.8353690038	0.8353690038	5.502583781	2.227055277	-3.275528504	3.275528504	2308.965123	657.4215297	-1651.543593	1651.543593
box024_20231011_031_p2	box024	E173	omnirt_v1	74	XZY	2.482534153e-14	2.414836539e-06	0	0.07407407407	0.07407407407	0.07407407407	1	0.6296296296	-0.3703703704	-0.3703703704	0.7837837838	0.4054054054	-0.3783783784	0.3783783784	0.3243243243	0.1486486486	-0.1756756757	0.1756756757	1.0827358	0.1972575633	-0.8854782367	0.8854782367	5.592068639	1.490128857	-4.101939782	4.101939782	4236.771219	1498.973703	-2737.797516	2737.797516
