case_id	object_key	gate_version	calibration_arm	candidate_arm	threshold_omni_absolute_wide_contact_3mm_in_mask	omnirt_omni_absolute_wide_contact_3mm_in_mask	omnirt_gate_pass_omni_absolute_wide_contact_3mm_in_mask	threshold_omni_absolute_wide_contact_3mm_in_mask_box024	omnirt_omni_absolute_wide_contact_3mm_in_mask_box024	omnirt_gate_pass_omni_absolute_wide_contact_3mm_in_mask_box024	threshold_omni_absolute_wide_raw_contact_in_mask	omnirt_omni_absolute_wide_raw_contact_in_mask	omnirt_gate_pass_omni_absolute_wide_raw_contact_in_mask	threshold_omni_absolute_wide_hand_object_penetration_3mm	omnirt_omni_absolute_wide_hand_object_penetration_3mm	omnirt_gate_pass_omni_absolute_wide_hand_object_penetration_3mm	threshold_omni_absolute_wide_lower_body_penetration	omnirt_omni_absolute_wide_lower_body_penetration	omnirt_gate_pass_omni_absolute_wide_lower_body_penetration	threshold_omni_absolute_wide_foot_slip_max_m	omnirt_omni_absolute_wide_foot_slip_max_m	omnirt_gate_pass_omni_absolute_wide_foot_slip_max_m	threshold_omni_absolute_wide_ankle_jerk_p95	omnirt_omni_absolute_wide_ankle_jerk_p95	omnirt_gate_pass_omni_absolute_wide_ankle_jerk_p95	omnirt_wide_gate_pass	omnirt_failure_modes	rl_filter_decision	rl_export_authority
box021_20231011_038_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.07954545455	true				0.5	0.9772727273	true	0.8	0.6752136752	true	0.3	0.04273504274	true	1.9	1.523379285	true	4000	1392.294475	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_028_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.4473684211	true				0.5	1	true	0.8	0.2837837838	true	0.3	0.04054054054	true	1.9	1.636424826	true	4000	4863.4005	false	false	omni_absolute_wide_ankle_jerk_p95	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_028_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.2692307692	true				0.5	0.6153846154	true	0.8	0.1935483871	true	0.3	0.04301075269	true	1.9	1.035205372	true	4000	2917.686465	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_029_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.6458333333	true				0.5	0.7083333333	true	0.8	0.04225352113	true	0.3	0	true	1.9	0.6692176823	true	4000	2326.035025	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_030_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1666666667	true				0.5	1	true	0.8	0.6022727273	true	0.3	0	true	1.9	1.7996791	true	4000	1689.20257	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_030_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.6666666667	true				0.5	0.9666666667	true	0.8	0.2159090909	true	0.3	0.07954545455	true	1.9	1.489982254	true	4000	2012.821873	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_031_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1272727273	true				0.5	0.4727272727	false	0.8	0.1962616822	true	0.3	0	true	1.9	1.050310472	true	4000	2030.194736	true	false	omni_absolute_wide_raw_contact_in_mask	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_032_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1951219512	true				0.5	0.9512195122	true	0.8	0.4024390244	true	0.3	0	true	1.9	1.009144607	true	4000	2358.964739	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_032_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.4318181818	true				0.5	0.9090909091	true	0.8	0.2763157895	true	0.3	0.1447368421	true	1.9	1.047924397	true	4000	3830.44942	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_033_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1666666667	true				0.5	0.9074074074	true	0.8	0.5	true	0.3	0.03488372093	true	1.9	1.494538355	true	4000	2325.462083	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_033_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.56	true				0.5	0.9733333333	true	0.8	0.3298969072	true	0.3	0.1855670103	true	1.9	1.453697164	true	4000	2248.636231	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_034_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.3043478261	true				0.5	0.8913043478	true	0.8	0.2989690722	true	0.3	0.1030927835	true	1.9	0.6995846214	true	4000	1839.841946	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_035_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1515151515	true				0.5	0.7424242424	true	0.8	0.4255319149	true	0.3	0.2127659574	true	1.9	0.9920672803	true	4000	3002.335127	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_019_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.5245901639	true				0.5	0.9836065574	true	0.8	0.2886597938	true	0.3	0	true	1.9	1.618513484	true	4000	1544.753381	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_019_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.0303030303	true				0.5	0.8333333333	true	0.8	0.54	true	0.3	0.03	true	1.9	1.480478612	true	4000	2135.547441	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_020_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.07352941176	true				0.5	1	true	0.8	0.7441860465	true	0.3	0	true	1.9	0.6892000158	true	4000	1829.50284	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_020_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1142857143	true				0.5	1	true	0.8	0.7209302326	true	0.3	0	true	1.9	1.160680963	true	4000	1669.309475	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_022_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.09230769231	true				0.5	0.9538461538	true	0.8	0.5480769231	true	0.3	0.04807692308	true	1.9	0.304251085	true	4000	1803.163173	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_022_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.186440678	true				0.5	0.9830508475	true	0.8	0.4571428571	true	0.3	0	true	1.9	1.01397166	true	4000	1654.928541	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_023_p1	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1730769231	true				0.5	1	true	0.8	0.4112149533	true	0.3	0	true	1.9	0.7333267933	true	4000	1127.450316	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_023_p2	box021	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.09615384615	true				0.5	1	true	0.8	0.4363636364	true	0.3	0	true	1.9	0.8863885156	true	4000	1508.851728	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_045_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.3174603175	true				0.5	1	true	0.8	0.3358208955	true	0.3	0	true	1.9	1.495638424	true	4000	1293.326801	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_045_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.4615384615	true				0.5	1	true	0.8	0.2686567164	true	0.3	0	true	1.9	1.214800395	true	4000	1581.394533	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_046_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.2857142857	true				0.5	0.4285714286	false	0.8	0.08860759494	true	0.3	0	true	1.9	0.5388554462	true	4000	1064.236914	true	false	omni_absolute_wide_raw_contact_in_mask	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_046_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.2325581395	true				0.5	1	true	0.8	0.4230769231	true	0.3	0	true	1.9	0.662920044	true	4000	1877.991974	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_018_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1911764706	true				0.5	0.6911764706	true	0.8	0.2692307692	true	0.3	0.09230769231	true	1.9	1.592073561	true	4000	1843.733759	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_018_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.03333333333	true				0.5	0.9222222222	true	0.8	0.6896551724	true	0.3	0.25	true	1.9	1.093834692	true	4000	5296.845401	false	false	omni_absolute_wide_ankle_jerk_p95	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_019_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.02173913043	true				0.5	0.8695652174	true	0.8	0.3979591837	true	0.3	0	true	1.9	1.489710604	true	4000	14012.39406	false	false	omni_absolute_wide_ankle_jerk_p95	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_021_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1612903226	true				0.5	0.6559139785	true	0.8	0.3538461538	true	0.3	0.007692307692	true	1.9	1.047096701	true	4000	1387.191484	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_021_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1797752809	true				0.5	0.8651685393	true	0.8	0.4728682171	true	0.3	0	true	1.9	1.806696071	true	4000	2816.662763	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_039_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.03174603175	true				0.5	0.9682539683	true	0.8	0.6210526316	true	0.3	0.1368421053	true	1.9	1.377804413	true	4000	1884.443081	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_040_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.5272727273	true				0.5	1	true	0.8	0.261682243	true	0.3	0	true	1.9	0.9435812818	true	4000	1442.188707	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_040_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.5322580645	true				0.5	0.9193548387	true	0.8	0.2272727273	true	0.3	0.009090909091	true	1.9	0.9386484945	true	4000	2170.77993	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_041_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.3582089552	true				0.5	1	true	0.8	0.3839285714	true	0.3	0	true	1.9	1.277573453	true	4000	1312.467036	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_041_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0	false				0.5	0.9846153846	true	0.8	0.5840707965	true	0.3	0	true	1.9	1.133302007	true	4000	1515.479423	true	false	omni_absolute_wide_contact_3mm_in_mask	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_042_p1	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.5178571429	true				0.5	0.9285714286	true	0.8	0.2380952381	true	0.3	0	true	1.9	1.248745424	true	4000	2119.725639	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_042_p2	box023	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget	0.01	0.1290322581	true				0.5	0.9838709677	true	0.8	0.4953271028	true	0.3	0	true	1.9	1.630448458	true	4000	2156.633737	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_026_p1	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.8067226891	false	0.3	0.3361344538	false	1.9	1.806961225	true	4000	1526.30726	true	false	omni_absolute_wide_hand_object_penetration_3mm;omni_absolute_wide_lower_body_penetration	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_026_p2	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.7913043478	true	0.3	0.08695652174	true	1.9	1.913610824	false	4000	1376.047708	true	false	omni_absolute_wide_foot_slip_max_m	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_027_p1	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.75	true	0.3	0.2727272727	true	1.9	1.287080334	true	4000	2906.467117	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_027_p2	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.6935483871	true	0.3	0.185483871	true	1.9	1.015989111	true	4000	1300.051707	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_028_p1	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0.01	true	0.5	0.99	true	0.8	0.7013888889	true	0.3	0.25	true	1.9	0.6938535055	true	4000	3393.505708	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_028_p2	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.7111111111	true	0.3	0.08148148148	true	1.9	1.384141127	true	4000	2244.855262	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_030_p1	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.7058823529	true	0.3	0.2058823529	true	1.9	1.065689509	true	4000	2069.466962	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_031_p1	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.7794117647	true	0.3	0.2794117647	true	1.9	1.184741112	true	4000	2308.965123	true	true		RL_CANDIDATE_OMNI_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_031_p2	box024	E197-omni-absolute-wide-v4	OmniRetarget	OmniRetarget				0	0	true	0.5	1	true	0.8	0.7837837838	true	0.3	0.3243243243	false	1.9	1.0827358	true	4000	4236.771219	false	false	omni_absolute_wide_lower_body_penetration;omni_absolute_wide_ankle_jerk_p95	RL_CANDIDATE_FILTERED_OMNI_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
