case_id	object_key	gate_version	calibration_arm	candidate_arm	threshold_contact_3mm_in_mask	relative_threshold_contact_3mm_in_mask	omnirt_contact_3mm_in_mask	omnirt_gate_pass_contact_3mm_in_mask	prg_contact_3mm_in_mask	prg_gate_pass_contact_3mm_in_mask	threshold_raw_contact_in_mask	relative_threshold_raw_contact_in_mask	omnirt_raw_contact_in_mask	omnirt_gate_pass_raw_contact_in_mask	prg_raw_contact_in_mask	prg_gate_pass_raw_contact_in_mask	threshold_hand_object_penetration_3mm	relative_threshold_hand_object_penetration_3mm	omnirt_hand_object_penetration_3mm	omnirt_gate_pass_hand_object_penetration_3mm	prg_hand_object_penetration_3mm	prg_gate_pass_hand_object_penetration_3mm	threshold_lower_body_penetration	relative_threshold_lower_body_penetration	omnirt_lower_body_penetration	omnirt_gate_pass_lower_body_penetration	prg_lower_body_penetration	prg_gate_pass_lower_body_penetration	threshold_foot_slip_max_m	relative_threshold_foot_slip_max_m	omnirt_foot_slip_max_m	omnirt_gate_pass_foot_slip_max_m	prg_foot_slip_max_m	prg_gate_pass_foot_slip_max_m	threshold_obj_speed_max	relative_threshold_obj_speed_max	omnirt_obj_speed_max	omnirt_gate_pass_obj_speed_max	prg_obj_speed_max	prg_gate_pass_obj_speed_max	threshold_ankle_jerk_p95	relative_threshold_ankle_jerk_p95	omnirt_ankle_jerk_p95	omnirt_gate_pass_ankle_jerk_p95	prg_ankle_jerk_p95	prg_gate_pass_ankle_jerk_p95	prg_absolute_gate_pass_hand_object_physics_contact_in_mask_frac	prg_absolute_gate_pass_hand_object_physics_penetration_3mm_frame_frac	prg_absolute_gate_pass_leg_penetration_frac	prg_absolute_failure_modes	omnirt_wide_gate_pass	omnirt_failure_modes	prg_wide_gate_pass	prg_failure_modes	rl_filter_decision	rl_export_authority
box004_20231003_2_083_p1	box004	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.02063492063	0.07936507937	true	0.5079365079	true	0.1	0.9	1	true	0.8253968254	false	0.1	0.6784313725	0.5784313725	true	0.2058823529	true	0.1	0.1	0	true	0	true	1.5	1.549804248	1.033202832	true	0.9963831512	true	1.5	3.604058418	2.402705612	true	1.206559988	true	1.5	2122.359477	1414.906318	true	647.5299104	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box004_20231003_2_083_p2	box004	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.08611111111	0.01388888889	true	0.5833333333	true	0.1	0.8722222222	0.9722222222	true	0.6111111111	false	0.1	0.7666666667	0.6666666667	true	0.01904761905	true	0.1	0.1	0	true	0	true	1.5	1.510763028	1.007175352	true	0.8359505635	true	1.5	3.626979068	2.417986045	true	1.150003086	true	1.5	2644.908834	1763.272556	true	522.413822	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box004_20231003_2_086_p1	box004	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0282051282	0.1282051282	true	0.4102564103	true	0.1	0.258974359	0.358974359	true	0.5641025641	true	0.1	0.2168831169	0.1168831169	true	0.07792207792	true	0.1	0.1	0	true	0	true	1.5	0.9846899967	0.6564599978	true	0.8532331852	true	1.5	2.088443723	1.392295815	true	1.117387044	true	1.5	2248.706085	1499.13739	true	653.2520987	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box004_20231003_2_086_p2	box004	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.02307692308	0.07692307692	true	0.3333333333	true	0.1	0.8230769231	0.9230769231	true	0.6666666667	false	0.1	0.5657534247	0.4657534247	true	0.1917808219	true	0.1	0.3465753425	0.2465753425	true	0.2739726027	true	1.5	1.187542873	0.7916952487	true	0.35452984	true	1.5	2.101723353	1.401148902	true	1.197431019	true	1.5	7683.210832	5122.140555	true	760.6524361	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_034_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.08275862069	0.01724137931	true	0.7068965517	true	0.1	0.9	1	true	0.8620689655	false	0.1	0.9041958042	0.8041958042	true	0.1258741259	true	0.1	0.113986014	0.01398601399	true	0.1398601399	false	1.5	3.607102836	2.404735224	true	2.334419593	true	1.5	6.311169354	4.207446236	true	1.44271853	true	1.5	2599.132733	1732.755155	true	811.668148	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_034_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.028	0.128	true	0.664	true	0.1	0.9	1	true	0.96	true	0.1	0.8382550336	0.7382550336	true	0.2483221477	true	0.1	0.1067114094	0.006711409396	true	0.05369127517	true	1.5	3.541948206	2.361298804	true	1.583066285	true	1.5	6.413802999	4.275868666	true	1.586919916	true	1.5	2326.254147	1550.836098	true	564.8490972	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_036_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.04262295082	0.05737704918	true	0.5737704918	true	0.1	0.9	1	true	0.8196721311	false	0.1	0.9251748252	0.8251748252	true	0.2097902098	true	0.1	0.3937062937	0.2937062937	true	0.1538461538	true	1.5	2.405208375	1.60347225	true	1.663572409	true	1.5	4.163543773	2.775695849	true	1.220922874	true	1.5	2000.823605	1333.882403	true	711.0872349	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_036_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.3201680672	0.4201680672	true	0.5966386555	true	0.1	0.9	1	true	0.9411764706	true	0.1	0.5861111111	0.4861111111	true	0.2847222222	true	0.1	0.1	0	true	0	true	1.5	2.542567328	1.695044885	true	1.390907082	true	1.5	4.231252209	2.820834806	true	1.223215438	true	1.5	2228.949987	1485.966658	true	727.1999475	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_037_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.02708333333	0.07291666667	true	0.6145833333	true	0.1	0.80625	0.90625	true	0.8958333333	true	0.1	0.8407407407	0.7407407407	true	0.2685185185	true	0.1	0.1277777778	0.02777777778	true	0	true	1.5	2.68072491	1.78714994	true	0.5408732627	true	1.5	4.972423934	3.314949289	true	1.172671225	true	1.5	2965.241327	1976.827551	true	736.2464604	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_037_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.3333333333	true	0.1	-0.09019607843	0.009803921569	true	0.5490196078	true	0.1	0.1080645161	0.008064516129	true	0.1774193548	false	0.1	0.1	0	true	0	true	1.5	2.458636677	1.639091118	true	1.783966649	true	1.5	5.053285164	3.368856776	true	1.099978799	true	1.5	3137.288933	2091.525955	true	779.9762014	true	true	true	true		true		false	hand_object_penetration_3mm	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_038_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0279069767	0.1279069767	true	0.8023255814	true	0.1	0.9	1	true	0.8604651163	false	0.1	0.7666666667	0.6666666667	true	0.05263157895	true	0.1	0.1	0	true	0	true	1.5	1.51944533	1.012963553	true	0.5680474277	true	1.5	2.143609103	1.429072735	true	1.074921048	true	1.5	2126.38881	1417.59254	true	621.8199423	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231011_038_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.02045454545	0.07954545455	true	0.4431818182	true	0.1	0.8772727273	0.9772727273	true	0.9204545455	true	0.1	0.7752136752	0.6752136752	true	0.358974359	true	0.1	0.1427350427	0.04273504274	true	0.6324786325	false	1.5	2.285068928	1.523379285	true	1.589869859	true	1.5	2.178469308	1.452312872	true	1.505185002	true	1.5	2088.441712	1392.294475	true	765.4799618	true	true	false	false	hand_object_physics_penetration_3mm_frame_frac;leg_penetration_frac	true		false	lower_body_penetration;absolute:hand_object_physics_penetration_3mm_frame_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_028_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.3473684211	0.4473684211	true	0.3947368421	true	0.1	0.9	1	true	0.8157894737	false	0.1	0.3837837838	0.2837837838	true	0.2432432432	true	0.1	0.1405405405	0.04054054054	true	0.09459459459	true	1.5	2.454637239	1.636424826	true	0.5770415971	true	1.5	8.349836457	5.566557638	true	3.378383497	true	1.5	7295.10075	4863.4005	true	1465.196241	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_028_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.1692307692	0.2692307692	true	0.03846153846	false	0.1	0.5153846154	0.6153846154	true	0.4423076923	false	0.1	0.2935483871	0.1935483871	true	0.2795698925	true	0.1	0.1430107527	0.04301075269	true	0.2150537634	false	1.5	1.552808058	1.035205372	true	0.2987483776	true	1.5	8.013991428	5.342660952	true	2.649922979	true	1.5	4376.529698	2917.686465	true	1600.339912	true	false	true	false	hand_object_physics_contact_in_mask_frac;leg_penetration_frac	true		false	contact_3mm_in_mask;raw_contact_in_mask;lower_body_penetration;absolute:hand_object_physics_contact_in_mask_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_029_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.5458333333	0.6458333333	true	0.4791666667	false	0.1	0.6083333333	0.7083333333	true	0.7708333333	true	0.1	0.1422535211	0.04225352113	true	0.1971830986	false	0.1	0.1	0	true	0.01408450704	true	1.5	1.003826523	0.6692176823	true	0.8076074228	true	1.5	7.027165099	4.684776733	true	1.810477872	true	1.5	3489.052538	2326.035025	true	881.8486547	true	true	true	true		true		false	contact_3mm_in_mask;hand_object_penetration_3mm	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_030_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0666666667	0.1666666667	true	0.4333333333	true	0.1	0.9	1	true	0.65	false	0.1	0.7022727273	0.6022727273	true	0.1931818182	true	0.1	0.1	0	true	0.3295454545	false	1.5	2.69951865	1.7996791	true	0.8978855427	true	1.5	6.750941245	4.500627497	true	2.403759596	true	1.5	2533.803855	1689.20257	true	958.5103455	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_030_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.5666666667	0.6666666667	true	0.2333333333	false	0.1	0.8666666667	0.9666666667	true	0.35	false	0.1	0.3159090909	0.2159090909	true	0.07954545455	true	0.1	0.1795454546	0.07954545455	true	0	true	1.5	2.234973381	1.489982254	true	0.8305302523	true	1.5	6.479406663	4.319604442	true	2.128777041	true	1.5	3019.23281	2012.821873	true	1290.859068	true	false	true	true	hand_object_physics_contact_in_mask_frac	true		false	contact_3mm_in_mask;raw_contact_in_mask;absolute:hand_object_physics_contact_in_mask_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_031_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0272727273	0.1272727273	true	0.2909090909	true	0.1	0.3727272727	0.4727272727	true	0.3272727273	false	0.1	0.2962616822	0.1962616822	true	0.01869158879	true	0.1	0.1	0	true	0.1588785047	false	1.5	1.575465708	1.050310472	true	1.08071548	true	1.5	3.249208886	2.166139257	true	1.705742873	true	1.5	3045.292104	2030.194736	true	744.9323077	true	false	true	false	hand_object_physics_contact_in_mask_frac;leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:hand_object_physics_contact_in_mask_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_032_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0951219512	0.1951219512	true	0.2926829268	true	0.1	0.8512195122	0.9512195122	true	0.8048780488	false	0.1	0.5024390244	0.4024390244	true	0.3536585366	true	0.1	0.1	0	true	0	true	1.5	1.513716911	1.009144607	true	0.3236046861	true	1.5	7.734850032	5.156566688	true	2.555004282	true	1.5	3538.447109	2358.964739	true	974.5949542	true	true	false	true	hand_object_physics_penetration_3mm_frame_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_032_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.3318181818	0.4318181818	true	0.2727272727	false	0.1	0.8090909091	0.9090909091	true	0.3409090909	false	0.1	0.3763157895	0.2763157895	true	0.03947368421	true	0.1	0.2447368421	0.1447368421	true	0	true	1.5	1.571886596	1.047924397	true	0.9110604689	true	1.5	7.423742885	4.949161923	true	1.829326579	true	1.5	5745.67413	3830.44942	true	905.8005978	true	false	true	true	hand_object_physics_contact_in_mask_frac	true		false	contact_3mm_in_mask;raw_contact_in_mask;absolute:hand_object_physics_contact_in_mask_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_033_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0666666667	0.1666666667	true	0.07407407407	true	0.1	0.8074074074	0.9074074074	true	0.2407407407	false	0.1	0.6	0.5	true	0.1046511628	true	0.1	0.1348837209	0.03488372093	true	0.2558139535	false	1.5	2.241807533	1.494538355	true	0.4565109415	true	1.5	4.674967101	3.116644734	true	2.032342069	true	1.5	3488.193124	2325.462083	true	1387.98841	true	false	true	false	hand_object_physics_contact_in_mask_frac;leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:hand_object_physics_contact_in_mask_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_033_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.46	0.56	true	0.2533333333	false	0.1	0.8733333333	0.9733333333	true	0.4266666667	false	0.1	0.4298969072	0.3298969072	true	0.1546391753	true	0.1	0.2855670103	0.1855670103	true	0.3092783505	false	1.5	2.180545746	1.453697164	true	1.230010515	true	1.5	4.486932003	2.991288002	true	1.942118143	true	1.5	3372.954346	2248.636231	true	772.9880708	true	false	true	false	hand_object_physics_contact_in_mask_frac;leg_penetration_frac	true		false	contact_3mm_in_mask;raw_contact_in_mask;lower_body_penetration;absolute:hand_object_physics_contact_in_mask_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_034_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.2043478261	0.3043478261	true	0.3043478261	true	0.1	0.7913043478	0.8913043478	true	0.4130434783	false	0.1	0.3989690722	0.2989690722	true	0.05154639175	true	0.1	0.2030927835	0.1030927835	true	0	true	1.5	1.049376932	0.6995846214	true	0.5534705555	true	1.5	3.977762343	2.651841562	true	1.613041744	true	1.5	2759.762919	1839.841946	true	739.8732116	true	false	true	true	hand_object_physics_contact_in_mask_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_contact_in_mask_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231018_035_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0515151515	0.1515151515	true	0.303030303	true	0.1	0.6424242424	0.7424242424	true	0.4393939394	false	0.1	0.5255319149	0.4255319149	true	0.09574468085	true	0.1	0.3127659574	0.2127659574	true	0.3510638298	false	1.5	1.48810092	0.9920672803	true	0.3906068133	true	1.5	4.205393652	2.803595768	true	3.216139133	true	1.5	4503.50269	3002.335127	true	1122.754137	true	false	true	false	hand_object_physics_contact_in_mask_frac;leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:hand_object_physics_contact_in_mask_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_019_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.4245901639	0.5245901639	true	0.4754098361	true	0.1	0.8836065574	0.9836065574	true	0.6885245902	false	0.1	0.3886597938	0.2886597938	true	0.1546391753	true	0.1	0.1	0	true	0	true	1.5	2.427770226	1.618513484	true	0.4730222794	true	1.5	7.537176174	5.024784116	true	2.539744853	true	1.5	2317.130071	1544.753381	true	598.5937329	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_019_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.0696969697	0.0303030303	true	0.5	true	0.1	0.7333333333	0.8333333333	true	0.8787878788	true	0.1	0.64	0.54	true	0.25	true	0.1	0.13	0.03	true	0.18	false	1.5	2.220717918	1.480478612	true	0.8306807937	true	1.5	6.879083054	4.586055369	true	2.006668815	true	1.5	3203.321162	2135.547441	true	839.2044825	true	true	true	false	leg_penetration_frac	true		false	lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_020_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.02647058824	0.07352941176	true	0.3970588235	true	0.1	0.9	1	true	0.6323529412	false	0.1	0.8441860465	0.7441860465	true	0.1860465116	true	0.1	0.1	0	true	0	true	1.5	1.033800024	0.6892000158	true	0.4191837793	true	1.5	6.118499997	4.078999998	true	1.265138069	true	1.5	2744.25426	1829.50284	true	723.6337893	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_020_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0142857143	0.1142857143	true	0.6571428571	true	0.1	0.9	1	true	0.9	true	0.1	0.8209302326	0.7209302326	true	0.1976744186	true	0.1	0.1	0	true	0	true	1.5	1.741021444	1.160680963	true	1.064998319	true	1.5	5.584276314	3.722850876	true	1.225785266	true	1.5	2503.964213	1669.309475	true	803.8697833	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_022_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.00769230769	0.09230769231	true	0.4615384615	true	0.1	0.8538461538	0.9538461538	true	0.6307692308	false	0.1	0.6480769231	0.5480769231	true	0.1346153846	true	0.1	0.1480769231	0.04807692308	true	0.01923076923	true	1.5	0.4563766275	0.304251085	true	0.2263884686	true	1.5	6.525234551	4.350156367	true	1.480694327	true	1.5	2704.744759	1803.163173	true	756.1600996	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_022_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.086440678	0.186440678	true	0.4237288136	true	0.1	0.8830508475	0.9830508475	true	0.813559322	false	0.1	0.5571428571	0.4571428571	true	0.2285714286	true	0.1	0.1	0	true	0.3142857143	false	1.5	1.52095749	1.01397166	true	0.9747575432	true	1.5	5.955498036	3.970332024	true	1.135520566	true	1.5	2482.392811	1654.928541	true	645.6134475	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_023_p1	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0730769231	0.1730769231	true	0.5192307692	true	0.1	0.9	1	true	0.8269230769	false	0.1	0.5112149533	0.4112149533	true	0.1495327103	true	0.1	0.1	0	true	0.04672897196	true	1.5	1.09999019	0.7333267933	true	0.6102408978	true	1.5	4.348091647	2.898727765	true	1.567702413	true	1.5	1691.175474	1127.450316	true	656.5264402	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box021_20231020_023_p2	box021	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.00384615385	0.09615384615	true	0.3846153846	true	0.1	0.9	1	true	0.5769230769	false	0.1	0.5363636364	0.4363636364	true	0.09090909091	true	0.1	0.1	0	true	0.1	true	1.5	1.329582773	0.8863885156	true	0.4078845321	true	1.5	3.968453979	2.645635986	true	1.372568001	true	1.5	2263.277592	1508.851728	true	546.353166	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_045_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.2174603175	0.3174603175	true	0.5396825397	true	0.1	0.9	1	true	0.7619047619	false	0.1	0.4358208955	0.3358208955	true	0.1119402985	true	0.1	0.1	0	true	0	true	1.5	2.243457636	1.495638424	true	0.176621999	true	1.5	3.214278564	2.142852376	true	1.797457651	true	1.5	1939.990201	1293.326801	true	775.394811	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_045_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.3615384615	0.4615384615	true	0.4	true	0.1	0.9	1	true	0.7384615385	false	0.1	0.3686567164	0.2686567164	true	0.1641791045	true	0.1	0.1	0	true	0	true	1.5	1.822200592	1.214800395	true	0.5159229861	true	1.5	3.045699872	2.030466581	true	1.884094758	true	1.5	2372.091799	1581.394533	true	1167.986499	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_046_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.1857142857	0.2857142857	true	0.693877551	true	0.1	0.3285714286	0.4285714286	true	0.7755102041	true	0.1	0.1886075949	0.08860759494	true	0.05063291139	true	0.1	0.1	0	true	0	true	1.5	0.8082831693	0.5388554462	true	0.5013240017	true	1.5	2.809240021	1.872826681	true	0.9779373576	true	1.5	1596.355371	1064.236914	true	682.5550446	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231008_046_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.1325581395	0.2325581395	true	0.4418604651	true	0.1	0.9	1	true	0.5348837209	false	0.1	0.5230769231	0.4230769231	true	0.07692307692	true	0.1	0.1	0	true	0	true	1.5	0.994380066	0.662920044	true	0.4810365429	true	1.5	2.661902442	1.774601628	true	0.9768133491	true	1.5	2816.987961	1877.991974	true	804.3557075	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_018_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0911764706	0.1911764706	true	0.3970588235	true	0.1	0.5911764706	0.6911764706	true	0.5588235294	false	0.1	0.3692307692	0.2692307692	true	0.1153846154	true	0.1	0.1923076923	0.09230769231	true	0	true	1.5	2.388110342	1.592073561	true	0.8675273431	true	1.5	7.270126533	4.846751022	true	2.623627582	true	1.5	2765.600639	1843.733759	true	937.3271784	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_018_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.06666666667	0.03333333333	true	0.2666666667	true	0.1	0.8222222222	0.9222222222	true	0.5333333333	false	0.1	0.7896551724	0.6896551724	true	0.224137931	true	0.1	0.35	0.25	true	0	true	1.5	1.640752038	1.093834692	true	0.4843321316	true	1.5	7.388351653	4.925567769	true	2.458549865	true	1.5	7945.268101	5296.845401	true	1026.557554	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
