case_id	object_key	method	source_exp	retarget_variant_id	metric_standard_id	qpos_frames	qpos_path	scene_xml	trajectory	contact_mask	person_idx	euler_convention	roundtrip_position_error_cm_max	roundtrip_orientation_error_deg_max	contact_3mm_in_mask	raw_contact_in_mask	hand_object_penetration_3mm	lower_body_penetration	foot_slip_max_m	obj_speed_max	ankle_jerk_p95
box001_20231003_2_037_p2	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	115	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231003_2_037_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/raw_contact_mask_3cm.npz	1	XZY	8.916411167e-14	2.414836539e-06	0.01149425287	1	0.7913043478	0.09565217391	1.430332872	2.837806652	1428.605965
box001_20231003_2_037_p2	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	115	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_037_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/raw_contact_mask_3cm.npz	1				0.5172413793	0.8390804598	0.2434782609	0.3826086957	1.354948086	1.540722589	1009.355319
box001_20231003_2_038_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	109	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231003_2_038_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/raw_contact_mask_3cm.npz	0	XZY	4.871083752e-14	1.707547293e-06	0.06557377049	1	0.5321100917	0.119266055	0.7660987293	1.182332687	1236.494962
box001_20231003_2_038_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	109	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_038_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/raw_contact_mask_3cm.npz	0				0.5409836066	0.7540983607	0.119266055	0	0.815605576	0.9044794109	612.3372145
box001_20231003_2_038_p2	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	110	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231003_2_038_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/raw_contact_mask_3cm.npz	1	XZY	5.266250203e-14	2.414836539e-06	0.03389830508	1	0.5727272727	0	0.8282033028	1.189853529	1454.974929
box001_20231003_2_038_p2	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	110	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_038_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/raw_contact_mask_3cm.npz	1				0.3728813559	0.8474576271	0.2727272727	0	0.8150237816	0.9270266548	600.1779427
box001_20231003_2_039_p1	box001	OmniRetarget	E173	omnirt_v2	core4d-e154-physics-contact-v1	100	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231003_2_039_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/raw_contact_mask_3cm.npz	0	XZY	2.543840524e-14	2.414836539e-06	0	1	0.67	0.01	0.6599132234	2.644874468	1207.223436
box001_20231003_2_039_p1	box001	PRG	E173	omnirt_v2	core4d-e154-physics-contact-v1	100	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_039_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/raw_contact_mask_3cm.npz	0				0.619047619	0.9841269841	0.26	0	0.6609560715	0.8578939035	284.1337667
box001_20231003_2_041_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	157	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231003_2_041_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/raw_contact_mask_3cm.npz	0	XZY	6.690187733e-14	2.414836539e-06	0	0.9921259843	0.8598726115	0	1.524256643	2.231432483	1246.240048
box001_20231003_2_041_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	157	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_041_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/raw_contact_mask_3cm.npz	0				0.811023622	0.8976377953	0.07643312102	0	1.471506716	0.7924944598	537.1482072
box001_20231020_010_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	99	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231020_010_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/raw_contact_mask_3cm.npz	0	XZY	7.108895958e-14	2.414836539e-06	0	1	0.6767676768	0	0.7525984239	2.185485239	1566.953428
box001_20231020_010_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	99	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_010_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/raw_contact_mask_3cm.npz	0				0.625	0.75	0.08080808081	0.1313131313	0.5236729153	1.727970291	642.4194494
box001_20231020_011_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	102	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231020_011_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/raw_contact_mask_3cm.npz	0	ZYX	3.682193206e-14	2.414836539e-06	0	1	0.6470588235	0	0.7823335826	1.665779988	1518.180079
box001_20231020_011_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	102	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_011_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/raw_contact_mask_3cm.npz	0				0.34375	0.921875	0.3725490196	0	0.4996458111	1.312395786	448.7037133
box001_20231020_011_p2	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	144	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231020_011_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/raw_contact_mask_3cm.npz	1	ZYX	3.59753377e-14	2.414836539e-06	0	1	0.8819444444	0.375	1.046489235	1.520336212	1504.231037
box001_20231020_011_p2	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	144	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_011_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/raw_contact_mask_3cm.npz	1				0.4925373134	0.552238806	0.1875	0.3541666667	1.120311252	1.272979874	584.9768274
box001_20231020_014_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	115	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231020_014_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/raw_contact_mask_3cm.npz	0	XZY	4.871083752e-14	1.707547293e-06	0	1	0.6695652174	0.3913043478	0.9913845033	2.136516855	1478.182583
box001_20231020_014_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	115	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_014_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/raw_contact_mask_3cm.npz	0				0.4605263158	0.8947368421	0.2869565217	0.3739130435	0.5892799699	1.406382482	643.0978554
box001_20231020_014_p2	box001	OmniRetarget	E173	omnirt_v2	core4d-e154-physics-contact-v1	117	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231020_014_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/raw_contact_mask_3cm.npz	1	XZY	9.694605783e-14	1.707547293e-06	0.0125	1	0.7264957265	0.4700854701	1.217638886	1.949971594	1504.586911
box001_20231020_014_p2	box001	PRG	E173	omnirt_v2	core4d-e154-physics-contact-v1	117	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_014_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/raw_contact_mask_3cm.npz	1				0.6875	0.725	0.02564102564	0.1538461538	0.9388504594	1.175985775	495.9855618
box001_20231023_107_p1	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	102	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231023_107_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/raw_contact_mask_3cm.npz	0	XZY	4.679511029e-14	1.707547293e-06	0.05194805195	1	0.7352941176	0.2647058824	1.479357394	1.575791841	1380.20302
box001_20231023_107_p1	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	102	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_107_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/raw_contact_mask_3cm.npz	0				0.5324675325	0.7922077922	0.1960784314	0.2450980392	1.369061746	1.452247148	791.7962735
box001_20231023_107_p2	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	97	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231023_107_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/raw_contact_mask_3cm.npz	1	XZY	5.034405433e-14	2.414836539e-06	0.02777777778	0.9444444444	0.6804123711	0.03092783505	1.384294995	1.582580071	1436.049229
box001_20231023_107_p2	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	97	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_107_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/raw_contact_mask_3cm.npz	1				0.6111111111	0.9305555556	0.2886597938	0.01030927835	0.5346895252	1.250414084	601.7822124
box001_20231023_108_p1	box001	OmniRetarget	E173	omnirt_v2	core4d-e154-physics-contact-v1	119	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231023_108_p1_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/raw_contact_mask_3cm.npz	0	XZY	5.900916318e-14	2.414836539e-06	0.02380952381	0.9761904762	0.6722689076	0.1092436975	1.053914779	1.41916431	1250.55414
box001_20231023_108_p1	box001	PRG	E173	omnirt_v2	core4d-e154-physics-contact-v1	119	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_108_p1_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/raw_contact_mask_3cm.npz	0				0.4404761905	0.8928571429	0.3193277311	0	0.6370532466	0.9285646748	511.6510918
box001_20231023_108_p2	box001	OmniRetarget	E173	omnirt_v1	core4d-e154-physics-contact-v1	107	workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box001_20231023_108_p2_omnirt_scene_act_qpos.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/raw_contact_mask_3cm.npz	1	XZY	2.543840524e-14	2.414836539e-06	0.01219512195	0.3048780488	0.2336448598	0.3551401869	1.194914757	1.425279043	1370.56884
box001_20231023_108_p2	box001	PRG	E173	omnirt_v1	core4d-e154-physics-contact-v1	107	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_108_p2_PRG_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/scene_act_E173_rubberHull_PRG.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/0/trajectory_kinematic.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/raw_contact_mask_3cm.npz	1				0.6707317073	0.7195121951	0.03738317757	0.1121495327	1.20413247	1.353502124	534.667897
